Video_ID,Video_Title,Category,Region,Sound_Used,Followers,Following,Views,Likes,Comments,Shares,Duration,Hashtags_Count,Hashtags,Upload_Hour,Upload_Day,Category_TrendScore,Engagement_Rate,Viral
191,Lifestyle video #190,Lifestyle,Asia,Remix,9329,490,3108,268,20,10,125,6,#fyp #trend #comedy #beauty #music #tutorial,11,Monday,0.6,0.096,1
192,Food video #191,Food,Asia,Trending,43168,268,30336,3158,209,129,143,5,#fyp #viral #music #comedy #tutorial,1,Sunday,0.72,0.115,1
193,Gaming video #192,Gaming,US,Trending,43054,292,42448,4907,354,237,68,5,#beauty #tutorial #tiktok #comedy #fyp,7,Friday,0.7,0.13,1
194,Dance video #193,Dance,Asia,Trending,26577,30,17616,1133,91,64,84,2,#dance #comedy,19,Sunday,0.92,0.073,0
195,Lifestyle video #194,Lifestyle,Asia,Trending,22502,216,34840,4052,217,257,104,7,#music #dance #trend #tutorial #viral #fun #fyp,3,Wednesday,0.6,0.13,1
196,Music video #195,Music,US,Original,21920,321,45769,3063,199,186,63,3,#viral #beauty #tutorial,8,Friday,0.8,0.075,0
197,Dance video #196,Dance,US,Original,2411,687,28882,2807,111,223,15,6,#fyp #music #comedy #tiktok #tutorial #dance,2,Thursday,0.92,0.109,1
198,Music video #197,Music,Europe,Original,21387,1448,42316,3410,243,83,99,3,#viral #fyp #dance,23,Tuesday,0.8,0.088,1
199,Music video #198,Music,LATAM,Trending,22622,262,37191,2666,123,126,17,2,#viral #fun,1,Saturday,0.8,0.078,0
200,Food video #199,Food,LATAM,Original,68713,210,49692,3603,321,229,165,5,#viral #fun #beauty #trend #comedy,3,Saturday,0.72,0.084,1
201,Dance video #200,Dance,Europe,Trending,9935,208,42560,4395,246,191,164,6,#dance #trend #fun #comedy #viral #beauty,8,Thursday,0.92,0.114,1
202,Food video #201,Food,LATAM,Remix,72544,82,83230,9273,910,200,100,5,#viral #fun #music #comedy #beauty,19,Friday,0.72,0.125,1
203,Lifestyle video #202,Lifestyle,Asia,Trending,34249,62,47002,3756,198,264,77,5,#tutorial #viral #fun #tiktok #dance,8,Sunday,0.6,0.09,1
204,Comedy video #203,Comedy,Europe,Remix,91149,86,51845,3518,178,195,93,2,#beauty #tutorial,22,Saturday,0.88,0.075,0
205,Dance video #204,Dance,Asia,Trending,19752,417,48068,4998,378,145,49,3,#viral #beauty #fyp,14,Wednesday,0.92,0.115,1
206,Lifestyle video #205,Lifestyle,Europe,Trending,43924,11,20540,1464,67,29,147,1,#tutorial,4,Thursday,0.6,0.076,0
207,Food video #206,Food,LATAM,Trending,42886,235,72878,7810,333,330,59,2,#dance #beauty,22,Friday,0.72,0.116,1
208,Fashion video #207,Fashion,Asia,Remix,94819,26,31881,3336,236,257,40,3,#tutorial #music #dance,16,Saturday,0.77,0.12,1
209,Dance video #208,Dance,US,Original,58127,331,38294,4415,388,272,74,1,#fyp,5,Wednesday,0.92,0.133,1
210,Tutorial video #209,Tutorial,Europe,Remix,42869,226,38125,3681,150,99,178,2,#music #tutorial,16,Friday,0.65,0.103,1
211,Food video #210,Food,Asia,Trending,18344,20,37258,1892,149,147,155,4,#tutorial #fun #music #viral,3,Friday,0.72,0.059,0
212,Sports video #211,Sports,US,Original,36339,155,49367,5232,359,229,36,5,#fyp #tutorial #beauty #comedy #trend,18,Saturday,0.68,0.118,1
213,Comedy video #212,Comedy,LATAM,Trending,44067,100,39645,4293,401,88,81,1,#fun,18,Wednesday,0.88,0.121,1
214,Tutorial video #213,Tutorial,US,Trending,7868,38,24620,1348,114,50,106,6,#tiktok #trend #tutorial #dance #beauty #fyp,16,Wednesday,0.65,0.061,0
215,Gaming video #214,Gaming,Asia,Trending,37837,127,25703,2636,97,96,144,4,#fun #dance #comedy #beauty,12,Monday,0.7,0.11,1
216,Beauty video #215,Beauty,Europe,Remix,5835,160,49209,4887,291,199,78,2,#fyp #dance,5,Monday,0.75,0.109,1
217,Gaming video #216,Gaming,US,Trending,8761,54,29890,1652,159,62,31,6,#tutorial #music #viral #fun #beauty #trend,9,Thursday,0.7,0.063,0
218,Dance video #217,Dance,Europe,Original,72396,408,41387,4812,180,140,109,6,#beauty #music #comedy #fun #dance #fyp,15,Friday,0.92,0.124,1
219,Fashion video #218,Fashion,Asia,Original,116345,306,150080,17563,1017,1236,122,4,#music #tutorial #trend #beauty,12,Wednesday,0.77,0.132,1
220,Comedy video #219,Comedy,Asia,Remix,21513,124,30315,2437,196,50,94,4,#fun #dance #trend #tiktok,2,Tuesday,0.88,0.089,1
221,Music video #220,Music,Asia,Original,13320,193,38887,2620,117,94,160,5,#tutorial #fyp #dance #beauty #music,16,Wednesday,0.8,0.073,0
222,Beauty video #221,Beauty,US,Trending,110744,402,124849,10555,525,709,57,6,#viral #fun #trend #tutorial #dance #fyp,17,Saturday,0.75,0.094,1
223,Gaming video #222,Gaming,Europe,Trending,58545,69,46187,3500,324,209,143,1,#fun,16,Sunday,0.7,0.087,1
224,Food video #223,Food,Europe,Original,12017,828,25417,2160,183,120,116,2,#tiktok #comedy,3,Wednesday,0.72,0.097,1
225,Comedy video #224,Comedy,Europe,Trending,58625,54,22400,1929,164,147,130,2,#fyp #tutorial,5,Thursday,0.88,0.1,1
226,Food video #225,Food,Asia,Original,19848,323,15387,1709,150,56,162,7,#fun #trend #dance #viral #comedy #beauty #tutorial,9,Thursday,0.72,0.124,1
227,Food video #226,Food,Asia,Original,8949,68,19978,1486,98,100,70,5,#tiktok #music #fyp #beauty #viral,16,Thursday,0.72,0.084,1
228,Lifestyle video #227,Lifestyle,US,Trending,2161,51,37455,4135,278,278,121,4,#tiktok #fun #beauty #viral,13,Thursday,0.6,0.125,1
229,Beauty video #228,Beauty,Europe,Trending,39050,210,45571,3270,136,113,124,7,#music #trend #viral #beauty #tutorial #fun #dance,9,Thursday,0.75,0.077,0
230,Beauty video #229,Beauty,US,Original,21183,185,38865,2410,156,107,28,6,#viral #music #tutorial #tiktok #beauty #trend,0,Friday,0.75,0.069,0
231,Lifestyle video #230,Lifestyle,Asia,Trending,8730,191,16810,1080,70,48,26,2,#beauty #dance,6,Tuesday,0.6,0.071,0
232,Dance video #231,Dance,Asia,Trending,167481,387,228214,25375,1122,701,63,1,#viral,15,Thursday,0.92,0.119,1
233,Beauty video #232,Beauty,Europe,Trending,14544,11,42153,2305,210,99,39,5,#music #trend #beauty #dance #comedy,10,Saturday,0.75,0.062,0
234,Music video #233,Music,LATAM,Trending,18143,76,27345,1982,89,81,88,6,#tiktok #tutorial #fun #music #trend #beauty,12,Friday,0.8,0.079,0
235,Gaming video #234,Gaming,US,Trending,54017,531,48664,3704,274,95,167,3,#music #tutorial #tiktok,10,Thursday,0.7,0.084,1
236,Dance video #235,Dance,US,Trending,73611,2321,107454,8280,632,337,108,2,#trend #fyp,6,Thursday,0.92,0.086,1
237,Gaming video #236,Gaming,US,Trending,95704,103,48626,3353,148,130,71,5,#fyp #tiktok #dance #tutorial #fun,9,Friday,0.7,0.075,0
238,Beauty video #237,Beauty,US,Trending,5583,153,5886,566,48,20,11,2,#viral #tiktok,16,Sunday,0.75,0.108,1
239,Tutorial video #238,Tutorial,US,Remix,6798,60,8957,487,41,33,119,2,#beauty #viral,20,Friday,0.65,0.063,0
240,Sports video #239,Sports,LATAM,Original,11597,233,21884,2455,215,141,174,1,#fun,7,Saturday,0.68,0.128,1
241,Lifestyle video #240,Lifestyle,Asia,Trending,123825,164,72271,3953,144,315,155,5,#dance #fyp #fun #music #tiktok,6,Wednesday,0.6,0.061,0
242,Beauty video #241,Beauty,Asia,Original,19983,89,24290,1350,70,28,158,3,#dance #tutorial #comedy,16,Saturday,0.75,0.06,0
243,Dance video #242,Dance,LATAM,Original,22813,48,33835,4038,335,187,94,3,#tutorial #comedy #tiktok,2,Wednesday,0.92,0.135,1
244,Tutorial video #243,Tutorial,Europe,Trending,31813,18,43005,3538,338,177,158,3,#dance #trend #beauty,4,Friday,0.65,0.094,1
245,Fashion video #244,Fashion,Asia,Trending,13103,173,40104,2508,199,118,159,6,#fyp #tiktok #beauty #dance #music #tutorial,8,Saturday,0.77,0.07,0
246,Tutorial video #245,Tutorial,Asia,Trending,37163,561,48269,4224,271,186,21,7,#tutorial #trend #tiktok #music #dance #viral #fyp,10,Monday,0.65,0.097,1
247,Comedy video #246,Comedy,Europe,Trending,127449,715,55719,3115,225,226,159,3,#viral #tiktok #trend,7,Sunday,0.88,0.064,0
248,Lifestyle video #247,Lifestyle,Asia,Trending,18648,183,29850,1555,144,89,97,7,#tutorial #music #fyp #tiktok #viral #beauty #trend,20,Saturday,0.6,0.06,0
249,Fashion video #248,Fashion,Europe,Original,13142,121,25930,2298,195,103,26,4,#fun #music #tutorial #fyp,22,Monday,0.77,0.1,1
250,Comedy video #249,Comedy,Europe,Trending,19700,68,42465,2950,253,116,46,3,#fyp #tiktok #comedy,19,Sunday,0.88,0.078,0
251,Beauty video #250,Beauty,US,Trending,86617,47,46750,2587,256,93,35,5,#trend #viral #tiktok #tutorial #dance,3,Wednesday,0.75,0.063,0
252,Dance video #251,Dance,Asia,Original,20412,43,47525,5288,322,418,161,6,#fun #tutorial #viral #beauty #comedy #trend,9,Friday,0.92,0.127,1
253,Gaming video #252,Gaming,Asia,Trending,12836,49,39862,3494,310,277,177,3,#fyp #fun #dance,17,Thursday,0.7,0.102,1
254,Lifestyle video #253,Lifestyle,Europe,Trending,20901,815,12840,937,57,61,80,6,#comedy #fyp #beauty #viral #tiktok #dance,11,Thursday,0.6,0.082,1
255,Comedy video #254,Comedy,US,Remix,147877,754,117722,11997,594,334,63,7,#beauty #music #fun #comedy #tutorial #dance #fyp,13,Tuesday,0.88,0.11,1
256,Lifestyle video #255,Lifestyle,US,Original,51385,121,43930,4649,259,117,81,7,#trend #music #dance #fun #viral #fyp #tutorial,5,Thursday,0.6,0.114,1
257,Music video #256,Music,Asia,Original,7315,293,16916,1876,160,108,93,2,#viral #comedy,20,Tuesday,0.8,0.127,1
258,Food video #257,Food,US,Trending,21352,59,34082,2272,212,109,118,3,#trend #comedy #tutorial,17,Thursday,0.72,0.076,0
259,Sports video #258,Sports,Asia,Trending,153152,36,137161,8497,273,274,105,5,#tiktok #fyp #music #tutorial #viral,6,Thursday,0.68,0.066,0
260,Beauty video #259,Beauty,Europe,Original,36617,7526,35485,4249,364,277,167,4,#tiktok #fyp #fun #dance,22,Sunday,0.75,0.138,1
261,Comedy video #260,Comedy,US,Trending,27580,241,23800,1541,106,110,124,2,#viral #trend,10,Saturday,0.88,0.074,0
262,Lifestyle video #261,Lifestyle,LATAM,Trending,14298,709,24666,1740,57,101,124,1,#tutorial,7,Wednesday,0.6,0.077,0
263,Music video #262,Music,Asia,Trending,87784,780,63371,5577,302,257,52,4,#beauty #tiktok #viral #dance,19,Wednesday,0.8,0.097,1
264,Food video #263,Food,US,Trending,22452,186,44919,4478,219,181,141,2,#comedy #fyp,11,Wednesday,0.72,0.109,1
265,Sports video #264,Sports,LATAM,Trending,5921,348,11703,1227,76,88,161,3,#fyp #viral #beauty,18,Monday,0.68,0.119,1
266,Beauty video #265,Beauty,Asia,Original,9841,408,5765,667,48,47,121,7,#dance #tutorial #tiktok #fyp #fun #comedy #viral,15,Thursday,0.75,0.132,1
267,Lifestyle video #266,Lifestyle,US,Trending,30315,168,26610,1992,66,65,55,4,#trend #tutorial #beauty #dance,13,Tuesday,0.6,0.08,0
268,Dance video #267,Dance,Europe,Trending,146739,184,35536,3769,140,205,147,2,#viral #beauty,7,Saturday,0.92,0.116,1
269,Sports video #268,Sports,US,Remix,25563,75,38707,4301,366,279,60,4,#viral #tutorial #fyp #dance,0,Wednesday,0.68,0.128,1
270,Music video #269,Music,US,Trending,12400,97,27212,2530,120,138,85,1,#tutorial,19,Saturday,0.8,0.102,1
271,Gaming video #270,Gaming,Asia,Original,6080,36,14136,1061,99,57,26,1,#tiktok,14,Thursday,0.7,0.086,1
272,Comedy video #271,Comedy,US,Trending,10780,363,11076,965,31,46,69,3,#tutorial #comedy #viral,23,Saturday,0.88,0.094,1
273,Gaming video #272,Gaming,US,Original,123434,244,74779,3969,311,233,137,7,#dance #viral #beauty #comedy #fyp #fun #trend,12,Sunday,0.7,0.06,0
274,Comedy video #273,Comedy,Asia,Remix,11651,23,45172,3939,266,144,59,3,#dance #fun #tiktok,6,Monday,0.88,0.096,1
275,Comedy video #274,Comedy,US,Trending,24320,32,46226,3160,164,221,12,7,#trend #fun #comedy #tutorial #tiktok #music #fyp,1,Monday,0.88,0.077,0
276,Dance video #275,Dance,Europe,Trending,13333,114,24099,1953,180,116,123,2,#tutorial #viral,5,Wednesday,0.92,0.093,1
277,Dance video #276,Dance,LATAM,Trending,22088,719,23474,2115,111,47,24,2,#viral #tutorial,9,Tuesday,0.92,0.097,1
278,Beauty video #277,Beauty,US,Remix,99472,74,105814,9878,610,659,44,6,#dance #fyp #tutorial #fun #tiktok #beauty,4,Sunday,0.75,0.105,1
279,Fashion video #278,Fashion,US,Trending,8404,79,47335,5404,455,150,134,3,#viral #beauty #music,9,Thursday,0.77,0.127,1
280,Music video #279,Music,Europe,Original,7523,535,43761,2904,91,203,87,1,#fyp,8,Saturday,0.8,0.073,0
281,Fashion video #280,Fashion,US,Trending,19160,310,9378,851,26,57,84,3,#dance #music #viral,21,Saturday,0.77,0.1,1
282,Beauty video #281,Beauty,US,Trending,22955,231,22653,1440,52,64,81,7,#music #tutorial #fun #trend #beauty #tiktok #comedy,14,Thursday,0.75,0.069,0
283,Comedy video #282,Comedy,US,Trending,5209,349,24324,1785,102,92,80,6,#comedy #tutorial #fyp #dance #tiktok #trend,22,Wednesday,0.88,0.081,1
284,Comedy video #283,Comedy,Europe,Original,18546,125,40876,4411,312,177,173,7,#beauty #fun #viral #tutorial #music #tiktok #trend,5,Saturday,0.88,0.12,1
285,Food video #284,Food,US,Remix,6222,49,37174,4008,309,278,156,7,#trend #comedy #viral #tiktok #dance #fun #beauty,8,Wednesday,0.72,0.124,1
286,Gaming video #285,Gaming,US,Original,6655,362,5675,671,57,39,51,5,#dance #tiktok #fyp #trend #beauty,1,Thursday,0.7,0.135,1
287,Music video #286,Music,LATAM,Trending,5918,868,41975,2690,256,165,69,2,#beauty #fyp,1,Thursday,0.8,0.074,0
288,Lifestyle video #287,Lifestyle,Europe,Original,8498,75,11770,692,68,41,139,7,#comedy #fyp #music #tutorial #tiktok #beauty #trend,9,Monday,0.6,0.068,0
289,Lifestyle video #288,Lifestyle,US,Original,111665,371,83520,8223,380,472,93,6,#fun #tutorial #comedy #music #tiktok #beauty,21,Friday,0.6,0.109,1
290,Food video #289,Food,US,Trending,64401,205,45632,5248,279,251,50,3,#fun #trend #music,10,Tuesday,0.72,0.127,1
291,Dance video #290,Dance,US,Trending,7548,1003,49321,2640,243,144,164,6,#fun #beauty #music #fyp #comedy #dance,3,Monday,0.92,0.061,0
292,Music video #291,Music,Europe,Trending,4152,427,44646,4413,410,298,45,6,#dance #tutorial #trend #music #comedy #fun,11,Monday,0.8,0.115,1
293,Tutorial video #292,Tutorial,Asia,Remix,42304,47,32395,2396,94,61,149,3,#viral #fun #music,7,Wednesday,0.65,0.079,0
294,Lifestyle video #293,Lifestyle,LATAM,Original,102247,76,46340,3142,97,164,52,7,#viral #tiktok #dance #tutorial #beauty #fun #comedy,13,Tuesday,0.6,0.073,0
295,Lifestyle video #294,Lifestyle,LATAM,Trending,24322,63,43230,3614,143,89,78,2,#beauty #tutorial,21,Friday,0.6,0.089,1
296,Lifestyle video #295,Lifestyle,LATAM,Trending,3094,100,8493,776,61,32,138,7,#viral #beauty #tutorial #fun #comedy #trend #music,20,Monday,0.6,0.102,1
297,Food video #296,Food,Asia,Trending,48089,79,57615,5597,468,215,28,6,#comedy #viral #fyp #beauty #fun #dance,18,Friday,0.72,0.109,1
298,Sports video #297,Sports,Asia,Trending,76039,2174,68498,6550,578,514,160,2,#comedy #fyp,18,Wednesday,0.68,0.112,1
299,Sports video #298,Sports,US,Trending,22939,316,16924,2003,136,56,125,6,#trend #music #tutorial #viral #fun #beauty,18,Wednesday,0.68,0.13,1
300,Lifestyle video #299,Lifestyle,US,Remix,60518,313,34367,3941,387,275,60,3,#trend #fun #dance,11,Sunday,0.6,0.134,1
301,Beauty video #300,Beauty,LATAM,Original,6699,440,5633,603,37,14,32,1,#tutorial,21,Sunday,0.75,0.116,1
302,Comedy video #301,Comedy,US,Trending,19219,428,42203,3282,203,147,115,6,#dance #fyp #viral #music #tutorial #fun,18,Tuesday,0.88,0.086,1
303,Food video #302,Food,US,Trending,26417,26,34979,2147,174,69,61,6,#music #viral #tiktok #dance #beauty #fun,17,Tuesday,0.72,0.068,0
304,Dance video #303,Dance,Europe,Trending,3477,372,49785,3088,282,165,132,4,#beauty #dance #music #comedy,18,Saturday,0.92,0.071,0
305,Lifestyle video #304,Lifestyle,Europe,Original,15856,20,7411,800,67,29,39,4,#viral #music #trend #beauty,8,Friday,0.6,0.121,1
306,Fashion video #305,Fashion,US,Original,38544,65,39244,1991,184,57,28,6,#fun #viral #music #tiktok #trend #beauty,7,Sunday,0.77,0.057,0
307,Food video #306,Food,Asia,Trending,3192,354,49849,3829,172,178,126,4,#trend #tutorial #comedy #fyp,1,Saturday,0.72,0.084,1
308,Dance video #307,Dance,Asia,Original,68972,84,117277,5983,283,430,136,2,#tiktok #trend,21,Friday,0.92,0.057,0
309,Comedy video #308,Comedy,Europe,Trending,36282,260,41902,3391,140,105,83,3,#viral #dance #trend,20,Thursday,0.88,0.087,1
310,Comedy video #309,Comedy,Europe,Trending,1176,1156,30122,1656,116,89,131,7,#tutorial #dance #comedy #trend #fyp #fun #viral,7,Thursday,0.88,0.062,0
311,Lifestyle video #310,Lifestyle,Europe,Remix,26246,38,39599,2802,99,84,10,4,#beauty #music #viral #tiktok,4,Monday,0.6,0.075,0
312,Comedy video #311,Comedy,US,Trending,30307,169,49442,2486,191,145,150,6,#music #dance #fun #comedy #fyp #viral,17,Wednesday,0.88,0.057,0
313,Gaming video #312,Gaming,Europe,Trending,8017,88,45463,2638,169,79,163,3,#tutorial #comedy #trend,1,Monday,0.7,0.063,0
314,Dance video #313,Dance,Asia,Trending,15891,69,23093,2759,129,199,123,7,#viral #dance #music #comedy #tutorial #fyp #tiktok,11,Friday,0.92,0.134,1
315,Lifestyle video #314,Lifestyle,US,Trending,12119,436,14851,1578,143,37,101,4,#tiktok #fyp #viral #trend,22,Thursday,0.6,0.118,1
316,Tutorial video #315,Tutorial,US,Trending,36415,12,43093,2555,105,196,25,6,#fyp #viral #beauty #tutorial #dance #trend,21,Friday,0.65,0.066,0
317,Lifestyle video #316,Lifestyle,LATAM,Remix,86517,46,107167,9676,399,467,160,3,#tiktok #music #trend,10,Wednesday,0.6,0.098,1
318,Music video #317,Music,Europe,Trending,20972,126,35924,2833,123,143,100,4,#tiktok #tutorial #beauty #dance,17,Saturday,0.8,0.086,1
319,Comedy video #318,Comedy,Europe,Trending,25931,102,40932,4151,131,228,67,1,#comedy,1,Sunday,0.88,0.11,1
320,Fashion video #319,Fashion,US,Trending,51668,1237,35209,2060,146,80,44,5,#beauty #fyp #viral #music #tutorial,23,Monday,0.77,0.065,0
321,Music video #320,Music,Asia,Original,9630,46,16905,1361,97,75,89,2,#viral #comedy,0,Wednesday,0.8,0.091,1
322,Dance video #321,Dance,Asia,Trending,46523,383,64744,4993,451,192,97,4,#comedy #fyp #beauty #fun,17,Saturday,0.92,0.087,1
323,Beauty video #322,Beauty,US,Trending,59245,523,98701,10019,446,280,120,2,#tiktok #trend,14,Friday,0.75,0.109,1
324,Tutorial video #323,Tutorial,US,Trending,3593,51,18174,1697,146,42,61,1,#fun,23,Tuesday,0.65,0.104,1
325,Gaming video #324,Gaming,Europe,Original,14116,60,14882,959,62,37,139,1,#beauty,22,Tuesday,0.7,0.071,0
326,Gaming video #325,Gaming,Asia,Original,4708,78,7363,830,74,25,153,6,#fun #fyp #dance #comedy #tutorial #tiktok,14,Wednesday,0.7,0.126,1
327,Fashion video #326,Fashion,Europe,Trending,8184,143,29350,3370,306,226,89,2,#comedy #dance,7,Monday,0.77,0.133,1
328,Beauty video #327,Beauty,LATAM,Trending,14848,127,43267,4593,414,129,35,3,#dance #comedy #beauty,13,Saturday,0.75,0.119,1
329,Fashion video #328,Fashion,US,Original,49854,96,18515,1252,114,37,138,5,#tutorial #fyp #trend #dance #music,8,Saturday,0.77,0.076,0
330,Dance video #329,Dance,Asia,Trending,7190,100,35980,3086,223,147,126,2,#viral #comedy,10,Saturday,0.92,0.096,1
331,Lifestyle video #330,Lifestyle,Asia,Original,35349,378,49629,5560,185,431,33,4,#fun #dance #viral #trend,16,Tuesday,0.6,0.124,1
332,Tutorial video #331,Tutorial,Asia,Trending,19141,201,34413,4071,227,168,169,5,#music #beauty #trend #dance #tutorial,23,Wednesday,0.65,0.13,1
333,Gaming video #332,Gaming,Europe,Trending,564159,1492,391610,37759,2706,1695,145,6,#fun #trend #music #fyp #tiktok #viral,5,Saturday,0.7,0.108,1
334,Gaming video #333,Gaming,Asia,Trending,8140,922,42821,3927,391,181,139,2,#dance #comedy,16,Saturday,0.7,0.105,1
335,Fashion video #334,Fashion,US,Trending,5382,98,36489,2253,86,54,109,3,#music #comedy #tiktok,8,Wednesday,0.77,0.066,0
336,Food video #335,Food,LATAM,Trending,2497,177,20894,1096,109,37,41,3,#music #dance #viral,10,Tuesday,0.72,0.059,0
337,Dance video #336,Dance,US,Trending,12407,442,26894,2975,91,198,48,3,#dance #comedy #tutorial,4,Thursday,0.92,0.121,1
338,Sports video #337,Sports,LATAM,Trending,9769,338,36289,2692,82,119,58,4,#music #dance #trend #tiktok,0,Sunday,0.68,0.08,0
339,Comedy video #338,Comedy,Asia,Trending,10076,69,8995,712,40,51,92,7,#fyp #fun #tutorial #beauty #trend #comedy #music,14,Saturday,0.88,0.089,1
340,Fashion video #339,Fashion,Europe,Trending,7659,51,35678,2093,73,156,119,7,#fun #viral #tiktok #fyp #beauty #trend #comedy,13,Tuesday,0.77,0.065,0
341,Comedy video #340,Comedy,Asia,Trending,17981,184,39591,4499,393,329,89,2,#music #beauty,21,Monday,0.88,0.132,1
342,Comedy video #341,Comedy,US,Trending,55979,15,27213,2941,223,131,11,3,#viral #comedy #music,6,Thursday,0.88,0.121,1
343,Tutorial video #342,Tutorial,US,Trending,11823,85,40886,4046,362,109,144,2,#trend #beauty,22,Saturday,0.65,0.11,1
344,Tutorial video #343,Tutorial,Europe,Original,14299,1531,24110,2703,199,185,76,7,#tiktok #beauty #music #fyp #trend #fun #comedy,2,Friday,0.65,0.128,1
345,Dance video #344,Dance,US,Trending,8348,99,11313,1332,101,71,158,6,#trend #fun #tutorial #viral #tiktok #dance,1,Friday,0.92,0.133,1
346,Fashion video #345,Fashion,Europe,Trending,9059,274,27636,2045,159,44,139,2,#fyp #viral,17,Saturday,0.77,0.081,1
347,Tutorial video #346,Tutorial,US,Trending,12038,37,5920,298,19,8,129,6,#fun #trend #dance #fyp #tutorial #beauty,12,Friday,0.65,0.055,0
348,Beauty video #347,Beauty,LATAM,Trending,42732,66,40830,4124,210,230,166,2,#fyp #comedy,20,Sunday,0.75,0.112,1
349,Comedy video #348,Comedy,LATAM,Trending,320608,158,114282,7446,678,187,117,3,#tutorial #beauty #fun,14,Monday,0.88,0.073,0
350,Sports video #349,Sports,Asia,Trending,14260,235,38040,2733,220,185,28,2,#fyp #tiktok,0,Friday,0.68,0.082,1
351,Lifestyle video #350,Lifestyle,LATAM,Original,38561,19,24817,1349,77,74,63,5,#trend #music #fun #fyp #dance,23,Friday,0.6,0.06,0
